ttlValue,ttlCount
0.0,0.006905977987173628
0.0,0.0025178044745075567
0.0,1.5633407668512973
0.0,0.01280483418457834
0.0,0.006402417092260748
0.0,0.009783468815157903
0.0,0.20559671966043425
0.0,0.6166462844399803
0.0,0.12660959643187653
0.0,0.007553413423465827
0.0,0.007769225235563226
0.0,0.010071217897973384
0.0,0.0002877490828154805
0.0,0.027911661031566837
0.0,0.0027336162866049563
0.0,0.01302064599667574
0.0,0.008128911589096788
0.0,0.008848284296107067
0.0034182101736064396,12.81508139687179
0.0,0.09107258470612578
0.0,0.03798287892954022
0.0,0.06373642184013306
0.0,0.12437954104018445
0.0,0.010790590604983663
0.0,0.0054672325732099125
0.0,0.012229336019004222
0.0,0.028415221926479717
0.0,0.0025897417451687943
0.0,0.3591827926048268
0.0,0.4960074814761697
0.0,0.575210416516768
0.0,0.34436371484065376
0.0,0.9376303863031126
0.0,0.003740738076373873
0.0,0.07179339615851177
0.0,0.0507877131141754
0.0,0.0036688008057126353
0.0,0.02654485288826436
0.0,0.5773685346377988
0.0,0.010934465146362982
0.0006838387379417554,0.1616389282822297
0.0,0.03352276814615607
0.0034182101736064396,1.3080340791671574
0.0,0.029710092799064114
0.0,0.07366376519672713
0.0,0.010934465146362982
0.0,0.04028487159195038
0.0,0.22501978274942758
0.0,0.16934033522767322
0.0,0.44982375368675775
0.0,0.0048917344075789515
0.0,0.04129199338177614
0.0,0.0029494280987023558
0.0,2.9056902381123564
0.0,0.1788360549600725
0.0,4.432486871448077
0.0,0.7134738508020746
0.0,1.427954823393975
0.0,1.0009351845191077
0.0,0.005611107114589231
0.0,0.041148118840339976
0.0,0.013740018703686019
0.0,0.02640097834688504
0.0,0.0012229336018663162
0.0,0.06409610819366662
0.0,0.006905977987173628
0.0,0.0025178044745075567
0.0,1.5633407668512973
0.0,0.01280483418457834
0.0,0.006402417092260748
0.0,0.009783468815157903
0.0,0.20559671966043425
0.0,0.6166462844399803
0.0,0.12660959643187653
0.0,0.007553413423465827
0.0,0.007769225235563226
0.0,0.010071217897973384
0.0,0.0002877490828154805
0.0,0.027911661031566837
0.0,0.0027336162866049563
0.0,0.01302064599667574
0.0,0.008128911589096788
0.0,0.008848284296107067
0.0034182101736064396,12.81508139687179
0.0,0.09107258470612578
0.0,0.03798287892954022
0.0,0.06373642184013306
0.0,0.12437954104018445
0.0,0.010790590604983663
0.0,0.0054672325732099125
0.0,0.012229336019004222
0.0,0.028415221926479717
0.0,0.0025897417451687943
0.0,0.3591827926048268
0.0,0.4960074814761697
0.0,0.575210416516768
0.0,0.34436371484065376
0.0,0.9376303863031126
0.0,0.003740738076373873
0.0,0.07179339615851177
0.0,0.0507877131141754
0.0,0.0036688008057126353
0.0,0.02654485288826436
0.0,0.5773685346377988
0.0,0.010934465146362982
0.0006838387379417554,0.1616389282822297
0.0,0.03352276814615607
0.0034182101736064396,1.3080340791671574
0.0,0.029710092799064114
0.0,0.07366376519672713
0.0,0.010934465146362982
0.0,0.04028487159195038
0.0,0.22501978274942758
0.0,0.16934033522767322
0.0,0.44982375368675775
0.0,0.0048917344075789515
0.0,0.04129199338177614
0.0,0.0029494280987023558
0.0,2.9056902381123564
0.0,0.1788360549600725
0.0,4.432486871448077
0.0,0.7134738508020746
0.0,1.427954823393975
0.0,1.0009351845191077
0.0,0.005611107114589231
0.0,0.041148118840339976
0.0,0.013740018703686019
0.0,0.02640097834688504
0.0,0.0012229336018663162
0.0,0.06409610819366662
0.0,0.006905977987173628
0.0,0.0025178044745075567
0.0,1.5633407668512973
0.0,0.01280483418457834
0.0,0.006402417092260748
0.0,0.009783468815157903
0.0,0.20559671966043425
